"File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Public Use Microdata Area – 5%File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Qualifying Name","FIPS","Area (Land)","Area (Water)","Place (State FIPS + Place FIPS)","Urban Area Central Place","Voting District","ZIP Code Tabulation Area (3-digit)","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 1% File","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","% Total Population: Under 5 Years","% Total Population: 5 to 9 Years","% Total Population: 10 to 14 Years","% Total Population: 15 to 17 Years","% Total Population: 18 to 24 Years","% Total Population: 25 to 34 Years","% Total Population: 35 to 44 Years","% Total Population: 45 to 54 Years","% Total Population: 55 to 64 Years","% Total Population: 65 to 74 Years","% Total Population: 75 to 84 Years","% Total Population: 85 Years and Over"
Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,PCT_SE_A01001_002,PCT_SE_A01001_003,PCT_SE_A01001_004,PCT_SE_A01001_005,PCT_SE_A01001_006,PCT_SE_A01001_007,PCT_SE_A01001_008,PCT_SE_A01001_009,PCT_SE_A01001_010,PCT_SE_A01001_011,PCT_SE_A01001_012,PCT_SE_A01001_013
"ACSSF","ca","140","00","0006241",,,,,"06","037",,,"576903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037576903","Census Tract 5769.03",,,"Census Tract 5769.03, Los Angeles County, California","06037576903","324706","0",,,,,,,,3371,167,184,295,168,309,770,631,428,196,132,67,24,4.95,5.46,8.75,4.98,9.17,22.84,18.72,12.7,5.81,3.92,1.99,0.71
"ACSSF","ca","140","00","0006242",,,,,"06","037",,,"576904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037576904","Census Tract 5769.04",,,"Census Tract 5769.04, Los Angeles County, California","06037576904","366088","0",,,,,,,,3099,169,112,286,36,280,653,566,279,400,180,98,40,5.45,3.61,9.23,1.16,9.04,21.07,18.26,9,12.91,5.81,3.16,1.29
"ACSSF","ca","140","00","0006243",,,,,"06","037",,,"577000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037577000","Census Tract 5770",,,"Census Tract 5770, Los Angeles County, California","06037577000","1846201","2503",,,,,,,,6925,229,201,212,157,636,2131,1217,1030,467,422,142,81,3.31,2.9,3.06,2.27,9.18,30.77,17.57,14.87,6.74,6.09,2.05,1.17
"ACSSF","ca","140","00","0006244",,,,,"06","037",,,"577100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037577100","Census Tract 5771",,,"Census Tract 5771, Los Angeles County, California","06037577100","1215399","0",,,,,,,,7266,435,254,188,252,542,1983,1184,755,881,438,242,112,5.99,3.5,2.59,3.47,7.46,27.29,16.3,10.39,12.12,6.03,3.33,1.54
"ACSSF","ca","140","00","0006245",,,,,"06","037",,,"577200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037577200","Census Tract 5772",,,"Census Tract 5772, Los Angeles County, California","06037577200","1006078","2512239",,,,,,,,5905,192,84,140,101,365,1093,1286,1185,908,333,171,47,3.25,1.42,2.37,1.71,6.18,18.51,21.78,20.07,15.38,5.64,2.9,0.8
"ACSSF","ca","140","00","0006246",,,,,"06","037",,,"577300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037577300","Census Tract 5773",,,"Census Tract 5773, Los Angeles County, California","06037577300","906095","2308465",,,,,,,,5773,241,64,150,193,186,1312,1021,1182,794,436,161,33,4.17,1.11,2.6,3.34,3.22,22.73,17.69,20.47,13.75,7.55,2.79,0.57
"ACSSF","ca","140","00","0006247",,,,,"06","037",,,"577400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037577400","Census Tract 5774",,,"Census Tract 5774, Los Angeles County, California","06037577400","645365","0",,,,,,,,2995,170,97,126,54,149,622,531,347,359,393,76,71,5.68,3.24,4.21,1.8,4.97,20.77,17.73,11.59,11.99,13.12,2.54,2.37
"ACSSF","ca","140","00","0006248",,,,,"06","037",,,"577501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037577501","Census Tract 5775.01",,,"Census Tract 5775.01, Los Angeles County, California","06037577501","829179","532847",,,,,,,,3359,45,45,110,140,124,321,269,533,684,644,308,136,1.34,1.34,3.27,4.17,3.69,9.56,8.01,15.87,20.36,19.17,9.17,4.05
"ACSSF","ca","140","00","0006249",,,,,"06","037",,,"577504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037577504","Census Tract 5775.04",,,"Census Tract 5775.04, Los Angeles County, California","06037577504","411816","3639460",,,,,,,,1333,0,74,76,13,92,125,107,178,324,242,82,20,0,5.55,5.7,0.98,6.9,9.38,8.03,13.35,24.31,18.15,6.15,1.5
"ACSSF","ca","140","00","0006250",,,,,"06","037",,,"577602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037577602","Census Tract 5776.02",,,"Census Tract 5776.02, Los Angeles County, California","06037577602","1319979","69273",,,,,,,,3037,106,90,120,82,162,348,272,396,562,432,402,65,3.49,2.96,3.95,2.7,5.33,11.46,8.96,13.04,18.51,14.22,13.24,2.14
"ACSSF","ca","140","00","0006251",,,,,"06","037",,,"577604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037577604","Census Tract 5776.04",,,"Census Tract 5776.04, Los Angeles County, California","06037577604","866541","661519",,,,,,,,1613,15,44,14,43,172,138,203,197,256,328,162,41,0.93,2.73,0.87,2.67,10.66,8.56,12.59,12.21,15.87,20.33,10.04,2.54
"ACSSF","ca","140","00","0006252",,,,,"06","037",,,"577605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037577605","Census Tract 5776.05",,,"Census Tract 5776.05, Los Angeles County, California","06037577605","1524866","298384",,,,,,,,4165,133,205,125,77,206,283,438,552,867,801,303,175,3.19,4.92,3,1.85,4.95,6.79,10.52,13.25,20.82,19.23,7.27,4.2
"ACSSF","ca","140","00","0006253",,,,,"06","037",,,"577606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037577606","Census Tract 5776.06",,,"Census Tract 5776.06, Los Angeles County, California","06037577606","1157665","0",,,,,,,,3982,269,214,348,163,228,450,754,570,512,236,96,142,6.76,5.37,8.74,4.09,5.73,11.3,18.94,14.31,12.86,5.93,2.41,3.57
"ACSSF","ca","140","00","0006254",,,,,"06","037",,,"577700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037577700","Census Tract 5777",,,"Census Tract 5777, Los Angeles County, California","06037577700","1170084","88150",,,,,,,,4605,214,310,274,140,568,837,505,791,439,248,154,125,4.65,6.73,5.95,3.04,12.33,18.18,10.97,17.18,9.53,5.39,3.34,2.71
"ACSSF","ca","140","00","0006255",,,,,"06","037",,,"577800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037577800","Census Tract 5778",,,"Census Tract 5778, Los Angeles County, California","06037577800","1691628","66698",,,,,,,,4730,329,504,332,183,448,662,647,577,440,293,62,253,6.96,10.66,7.02,3.87,9.47,14,13.68,12.2,9.3,6.19,1.31,5.35
"ACSSF","ca","140","00","0006256",,,,,"06","037",,,"577900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037577900","Census Tract 5779",,,"Census Tract 5779, Los Angeles County, California","06037577900","1722203","49093",,,,,,,,5808,196,221,180,210,344,869,787,879,778,654,298,392,3.37,3.81,3.1,3.62,5.92,14.96,13.55,15.13,13.4,11.26,5.13,6.75
"ACSSF","ca","140","00","0006257",,,,,"06","037",,,"578000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037578000","Census Tract 5780",,,"Census Tract 5780, Los Angeles County, California","06037578000","1772547","74410",,,,,,,,6647,334,537,503,446,785,982,835,902,761,380,110,72,5.02,8.08,7.57,6.71,11.81,14.77,12.56,13.57,11.45,5.72,1.65,1.08
"ACSSF","ca","140","00","0006258",,,,,"06","037",,,"578100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037578100","Census Tract 5781",,,"Census Tract 5781, Los Angeles County, California","06037578100","1717560","0",,,,,,,,2361,0,0,0,45,2067,132,0,16,23,40,20,18,0,0,0,1.91,87.55,5.59,0,0.68,0.97,1.69,0.85,0.76
"ACSSF","ca","140","00","0006259",,,,,"06","037",,,"599000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037599000","Census Tract 5990",,,"Census Tract 5990, Los Angeles County, California","06037599000","3175454","669391",,,,,,,,3477,92,115,389,128,157,383,485,326,721,510,73,98,2.65,3.31,11.19,3.68,4.52,11.02,13.95,9.38,20.74,14.67,2.1,2.82
"ACSSF","ca","140","00","0006260",,,,,"06","037",,,"599100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037599100","Census Tract 5991",,,"Census Tract 5991, Los Angeles County, California","06037599100","337352192","1098469237",,,,,,,,686,0,0,13,26,255,135,9,54,99,95,0,0,0,0,1.9,3.79,37.17,19.68,1.31,7.87,14.43,13.85,0,0
"ACSSF","ca","140","00","0006261",,,,,"06","037",,,"600100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600100","Census Tract 6001",,,"Census Tract 6001, Los Angeles County, California","06037600100","757581","0",,,,,,,,7320,622,491,697,408,721,978,1277,911,725,321,136,33,8.5,6.71,9.52,5.57,9.85,13.36,17.45,12.45,9.9,4.39,1.86,0.45
"ACSSF","ca","140","00","0006262",,,,,"06","037",,,"600201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600201","Census Tract 6002.01",,,"Census Tract 6002.01, Los Angeles County, California","06037600201","585705","0",,,,,,,,5228,396,472,487,338,675,774,718,732,381,104,103,48,7.57,9.03,9.32,6.47,12.91,14.8,13.73,14,7.29,1.99,1.97,0.92
"ACSSF","ca","140","00","0006263",,,,,"06","037",,,"600202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600202","Census Tract 6002.02",,,"Census Tract 6002.02, Los Angeles County, California","06037600202","829152","0",,,,,,,,7585,764,758,642,329,710,959,1030,786,600,796,194,17,10.07,9.99,8.46,4.34,9.36,12.64,13.58,10.36,7.91,10.49,2.56,0.22
"ACSSF","ca","140","00","0006264",,,,,"06","037",,,"600302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600302","Census Tract 6003.02",,,"Census Tract 6003.02, Los Angeles County, California","06037600302","819443","0",,,,,,,,3281,119,274,377,126,148,409,402,531,472,200,183,40,3.63,8.35,11.49,3.84,4.51,12.47,12.25,16.18,14.39,6.1,5.58,1.22
"ACSSF","ca","140","00","0006265",,,,,"06","037",,,"600303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600303","Census Tract 6003.03",,,"Census Tract 6003.03, Los Angeles County, California","06037600303","364537","0",,,,,,,,4234,276,404,521,126,343,903,623,352,373,230,46,37,6.52,9.54,12.31,2.98,8.1,21.33,14.71,8.31,8.81,5.43,1.09,0.87
"ACSSF","ca","140","00","0006266",,,,,"06","037",,,"600304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600304","Census Tract 6003.04",,,"Census Tract 6003.04, Los Angeles County, California","06037600304","445759","0",,,,,,,,4062,288,419,363,140,417,778,579,496,386,107,74,15,7.09,10.32,8.94,3.45,10.27,19.15,14.25,12.21,9.5,2.63,1.82,0.37
"ACSSF","ca","140","00","0006267",,,,,"06","037",,,"600400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600400","Census Tract 6004",,,"Census Tract 6004, Los Angeles County, California","06037600400","981880","0",,,,,,,,4203,205,254,309,111,369,743,375,570,591,349,289,38,4.88,6.04,7.35,2.64,8.78,17.68,8.92,13.56,14.06,8.3,6.88,0.9
"ACSSF","ca","140","00","0006268",,,,,"06","037",,,"600501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600501","Census Tract 6005.01",,,"Census Tract 6005.01, Los Angeles County, California","06037600501","657076","0",,,,,,,,2739,237,205,196,30,206,363,344,203,315,264,310,66,8.65,7.48,7.16,1.1,7.52,13.25,12.56,7.41,11.5,9.64,11.32,2.41
"ACSSF","ca","140","00","0006269",,,,,"06","037",,,"600601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600601","Census Tract 6006.01",,,"Census Tract 6006.01, Los Angeles County, California","06037600601","646831","0",,,,,,,,2526,154,134,154,46,129,304,305,418,407,220,198,57,6.1,5.3,6.1,1.82,5.11,12.03,12.07,16.55,16.11,8.71,7.84,2.26
"ACSSF","ca","140","00","0006270",,,,,"06","037",,,"600602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600602","Census Tract 6006.02",,,"Census Tract 6006.02, Los Angeles County, California","06037600602","690276","0",,,,,,,,2734,304,289,202,130,282,468,236,393,159,78,29,164,11.12,10.57,7.39,4.75,10.31,17.12,8.63,14.37,5.82,2.85,1.06,6
"ACSSF","ca","140","00","0006271",,,,,"06","037",,,"600702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600702","Census Tract 6007.02",,,"Census Tract 6007.02, Los Angeles County, California","06037600702","2387148","43367",,,,,,,,4657,202,237,217,225,455,640,640,972,545,257,129,138,4.34,5.09,4.66,4.83,9.77,13.74,13.74,20.87,11.7,5.52,2.77,2.96
"ACSSF","ca","140","00","0006272",,,,,"06","037",,,"600703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600703","Census Tract 6007.03",,,"Census Tract 6007.03, Los Angeles County, California","06037600703","519625","512",,,,,,,,1671,82,84,83,48,63,192,143,288,249,191,147,101,4.91,5.03,4.97,2.87,3.77,11.49,8.56,17.24,14.9,11.43,8.8,6.04
"ACSSF","ca","140","00","0006273",,,,,"06","037",,,"600704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600704","Census Tract 6007.04",,,"Census Tract 6007.04, Los Angeles County, California","06037600704","951773","12266",,,,,,,,3279,12,250,154,129,173,574,310,431,501,429,275,41,0.37,7.62,4.7,3.93,5.28,17.51,9.45,13.14,15.28,13.08,8.39,1.25
"ACSSF","ca","140","00","0006274",,,,,"06","037",,,"600801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600801","Census Tract 6008.01",,,"Census Tract 6008.01, Los Angeles County, California","06037600801","971032","0",,,,,,,,2930,127,198,129,172,131,342,283,569,505,166,261,47,4.33,6.76,4.4,5.87,4.47,11.67,9.66,19.42,17.24,5.67,8.91,1.6
"ACSSF","ca","140","00","0006275",,,,,"06","037",,,"600802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600802","Census Tract 6008.02",,,"Census Tract 6008.02, Los Angeles County, California","06037600802","1940002","3434",,,,,,,,2717,102,113,54,36,199,544,226,370,542,384,94,53,3.75,4.16,1.99,1.32,7.32,20.02,8.32,13.62,19.95,14.13,3.46,1.95
"ACSSF","ca","140","00","0006276",,,,,"06","037",,,"600902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600902","Census Tract 6009.02",,,"Census Tract 6009.02, Los Angeles County, California","06037600902","800432","0",,,,,,,,6385,303,403,626,311,521,1025,858,661,765,655,133,124,4.75,6.31,9.8,4.87,8.16,16.05,13.44,10.35,11.98,10.26,2.08,1.94
"ACSSF","ca","140","00","0006277",,,,,"06","037",,,"600911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600911","Census Tract 6009.11",,,"Census Tract 6009.11, Los Angeles County, California","06037600911","683105","0",,,,,,,,3391,116,178,129,196,145,604,761,511,390,235,97,29,3.42,5.25,3.8,5.78,4.28,17.81,22.44,15.07,11.5,6.93,2.86,0.86
"ACSSF","ca","140","00","0006278",,,,,"06","037",,,"600912",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037600912","Census Tract 6009.12",,,"Census Tract 6009.12, Los Angeles County, California","06037600912","1084960","2993",,,,,,,,4894,189,210,391,232,661,638,823,642,684,332,68,24,3.86,4.29,7.99,4.74,13.51,13.04,16.82,13.12,13.98,6.78,1.39,0.49
"ACSSF","ca","140","00","0006279",,,,,"06","037",,,"601001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601001","Census Tract 6010.01",,,"Census Tract 6010.01, Los Angeles County, California","06037601001","884021","0",,,,,,,,2392,306,84,22,0,118,589,138,156,331,267,255,126,12.79,3.51,0.92,0,4.93,24.62,5.77,6.52,13.84,11.16,10.66,5.27
"ACSSF","ca","140","00","0006280",,,,,"06","037",,,"601002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601002","Census Tract 6010.02",,,"Census Tract 6010.02, Los Angeles County, California","06037601002","633250","0",,,,,,,,5173,331,331,303,139,618,565,706,746,764,483,126,61,6.4,6.4,5.86,2.69,11.95,10.92,13.65,14.42,14.77,9.34,2.44,1.18
"ACSSF","ca","140","00","0006281",,,,,"06","037",,,"601100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601100","Census Tract 6011",,,"Census Tract 6011, Los Angeles County, California","06037601100","640575","0",,,,,,,,6834,429,704,350,448,652,949,1167,716,834,336,177,72,6.28,10.3,5.12,6.56,9.54,13.89,17.08,10.48,12.2,4.92,2.59,1.05
"ACSSF","ca","140","00","0006282",,,,,"06","037",,,"601202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601202","Census Tract 6012.02",,,"Census Tract 6012.02, Los Angeles County, California","06037601202","654269","0",,,,,,,,4107,143,208,254,171,495,709,650,582,354,315,61,165,3.48,5.06,6.18,4.16,12.05,17.26,15.83,14.17,8.62,7.67,1.49,4.02
"ACSSF","ca","140","00","0006283",,,,,"06","037",,,"601211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601211","Census Tract 6012.11",,,"Census Tract 6012.11, Los Angeles County, California","06037601211","579802","0",,,,,,,,2849,222,197,108,137,390,373,327,490,221,167,71,146,7.79,6.91,3.79,4.81,13.69,13.09,11.48,17.2,7.76,5.86,2.49,5.12
"ACSSF","ca","140","00","0006284",,,,,"06","037",,,"601212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601212","Census Tract 6012.12",,,"Census Tract 6012.12, Los Angeles County, California","06037601212","585065","0",,,,,,,,6172,484,306,541,102,875,905,794,1012,570,404,108,71,7.84,4.96,8.77,1.65,14.18,14.66,12.86,16.4,9.24,6.55,1.75,1.15
"ACSSF","ca","140","00","0006285",,,,,"06","037",,,"601301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601301","Census Tract 6013.01",,,"Census Tract 6013.01, Los Angeles County, California","06037601301","614464","0",,,,,,,,1798,105,118,137,30,88,201,297,188,275,254,76,29,5.84,6.56,7.62,1.67,4.89,11.18,16.52,10.46,15.29,14.13,4.23,1.61
"ACSSF","ca","140","00","0006286",,,,,"06","037",,,"601302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601302","Census Tract 6013.02",,,"Census Tract 6013.02, Los Angeles County, California","06037601302","1219665","0",,,,,,,,7104,528,383,442,310,633,1468,1289,1126,475,319,131,0,7.43,5.39,6.22,4.36,8.91,20.66,18.14,15.85,6.69,4.49,1.84,0
"ACSSF","ca","140","00","0006287",,,,,"06","037",,,"601303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601303","Census Tract 6013.03",,,"Census Tract 6013.03, Los Angeles County, California","06037601303","438449","0",,,,,,,,5505,318,337,412,175,601,1084,740,891,481,271,126,69,5.78,6.12,7.48,3.18,10.92,19.69,13.44,16.19,8.74,4.92,2.29,1.25
"ACSSF","ca","140","00","0006288",,,,,"06","037",,,"601401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601401","Census Tract 6014.01",,,"Census Tract 6014.01, Los Angeles County, California","06037601401","1573101","0",,,,,,,,6577,466,264,375,213,524,877,651,1033,1195,595,279,105,7.09,4.01,5.7,3.24,7.97,13.33,9.9,15.71,18.17,9.05,4.24,1.6
"ACSSF","ca","140","00","0006289",,,,,"06","037",,,"601402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601402","Census Tract 6014.02",,,"Census Tract 6014.02, Los Angeles County, California","06037601402","983308","0",,,,,,,,4719,242,451,264,117,372,639,865,688,690,304,87,0,5.13,9.56,5.59,2.48,7.88,13.54,18.33,14.58,14.62,6.44,1.84,0
"ACSSF","ca","140","00","0006290",,,,,"06","037",,,"601501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601501","Census Tract 6015.01",,,"Census Tract 6015.01, Los Angeles County, California","06037601501","473123","0",,,,,,,,3883,227,278,442,264,376,745,386,417,493,165,62,28,5.85,7.16,11.38,6.8,9.68,19.19,9.94,10.74,12.7,4.25,1.6,0.72
"ACSSF","ca","140","00","0006291",,,,,"06","037",,,"601502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601502","Census Tract 6015.02",,,"Census Tract 6015.02, Los Angeles County, California","06037601502","490798","0",,,,,,,,3936,287,245,335,130,471,583,431,482,437,462,55,18,7.29,6.22,8.51,3.3,11.97,14.81,10.95,12.25,11.1,11.74,1.4,0.46
"ACSSF","ca","140","00","0006292",,,,,"06","037",,,"601600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601600","Census Tract 6016",,,"Census Tract 6016, Los Angeles County, California","06037601600","912444","0",,,,,,,,3985,208,277,110,89,506,644,554,480,632,329,89,67,5.22,6.95,2.76,2.23,12.7,16.16,13.9,12.05,15.86,8.26,2.23,1.68
"ACSSF","ca","140","00","0006293",,,,,"06","037",,,"601700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601700","Census Tract 6017",,,"Census Tract 6017, Los Angeles County, California","06037601700","758048","0",,,,,,,,5106,326,382,413,330,577,754,997,539,613,129,46,0,6.38,7.48,8.09,6.46,11.3,14.77,19.53,10.56,12.01,2.53,0.9,0
"ACSSF","ca","140","00","0006294",,,,,"06","037",,,"601801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601801","Census Tract 6018.01",,,"Census Tract 6018.01, Los Angeles County, California","06037601801","486723","0",,,,,,,,2847,205,249,160,106,329,476,375,421,332,140,37,17,7.2,8.75,5.62,3.72,11.56,16.72,13.17,14.79,11.66,4.92,1.3,0.6
"ACSSF","ca","140","00","0006295",,,,,"06","037",,,"601802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601802","Census Tract 6018.02",,,"Census Tract 6018.02, Los Angeles County, California","06037601802","484101","0",,,,,,,,3884,309,322,324,181,366,664,547,625,281,172,93,0,7.96,8.29,8.34,4.66,9.42,17.1,14.08,16.09,7.23,4.43,2.39,0
"ACSSF","ca","140","00","0006296",,,,,"06","037",,,"601900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037601900","Census Tract 6019",,,"Census Tract 6019, Los Angeles County, California","06037601900","696655","0",,,,,,,,4805,392,411,208,159,512,1008,670,646,485,149,140,25,8.16,8.55,4.33,3.31,10.66,20.98,13.94,13.44,10.09,3.1,2.91,0.52
"ACSSF","ca","140","00","0006297",,,,,"06","037",,,"602002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037602002","Census Tract 6020.02",,,"Census Tract 6020.02, Los Angeles County, California","06037602002","530843","4614",,,,,,,,3214,227,230,201,137,262,702,459,398,392,142,60,4,7.06,7.16,6.25,4.26,8.15,21.84,14.28,12.38,12.2,4.42,1.87,0.12
"ACSSF","ca","140","00","0006298",,,,,"06","037",,,"602003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037602003","Census Tract 6020.03",,,"Census Tract 6020.03, Los Angeles County, California","06037602003","625132","0",,,,,,,,4309,205,462,346,234,246,842,492,501,469,313,115,84,4.76,10.72,8.03,5.43,5.71,19.54,11.42,11.63,10.88,7.26,2.67,1.95
"ACSSF","ca","140","00","0006299",,,,,"06","037",,,"602103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037602103","Census Tract 6021.03",,,"Census Tract 6021.03, Los Angeles County, California","06037602103","835900","0",,,,,,,,5408,177,232,536,255,795,786,773,564,679,349,204,58,3.27,4.29,9.91,4.72,14.7,14.53,14.29,10.43,12.56,6.45,3.77,1.07
"ACSSF","ca","140","00","0006300",,,,,"06","037",,,"602104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037602104","Census Tract 6021.04",,,"Census Tract 6021.04, Los Angeles County, California","06037602104","743760","0",,,,,,,,6051,513,589,430,174,434,1244,695,1070,479,210,129,84,8.48,9.73,7.11,2.88,7.17,20.56,11.49,17.68,7.92,3.47,2.13,1.39
"ACSSF","ca","140","00","0006301",,,,,"06","037",,,"602105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037602105","Census Tract 6021.05",,,"Census Tract 6021.05, Los Angeles County, California","06037602105","638607","0",,,,,,,,3738,261,181,316,57,321,667,567,509,553,221,65,20,6.98,4.84,8.45,1.52,8.59,17.84,15.17,13.62,14.79,5.91,1.74,0.54
