Census_Tract_ID,Geographic Identifier,Area Name,Qualifying Name,Area (Land),Area (Water),Total Population:,Total Population: Under 5 Years,Total Population: 65 to 74 Years,Total Population: 75 to 84 Years,Total Population: 85 Years and Over,% Total Population: Under 5 Years,% Total Population: 55 to 64 Years,% Total Population: 65 to 74 Years,% Total Population: 75 to 84 Years,% Total Population: 85 Years and Over
CT_ID_TXT,Geo_GEOID,Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,SE_A01001_001,SE_A01001_002,SE_A01001_011,SE_A01001_012,SE_A01001_013,PCT_SE_A01001_002,PCT_SE_A01001_010,PCT_SE_A01001_011,PCT_SE_A01001_012,PCT_SE_A01001_013
06037501700,14000US06037501700,Census Tract 5017,"Census Tract 5017, Los Angeles County, California",1392280,0,3788,208,314,120,217,5.49,12.51,8.29,3.17,5.73
06037501802,14000US06037501802,Census Tract 5018.02,"Census Tract 5018.02, Los Angeles County, California",775417,0,3339,253,139,188,125,7.58,11.17,4.16,5.63,3.74
06037501803,14000US06037501803,Census Tract 5018.03,"Census Tract 5018.03, Los Angeles County, California",592458,0,4410,434,153,65,44,9.84,11.22,3.47,1.47,1
06037501804,14000US06037501804,Census Tract 5018.04,"Census Tract 5018.04, Los Angeles County, California",532320,0,2309,228,140,88,50,9.87,6.41,6.06,3.81,2.17
06037501900,14000US06037501900,Census Tract 5019,"Census Tract 5019, Los Angeles County, California",1393504,0,4389,252,397,206,54,5.74,10.71,9.05,4.69,1.23
06037502003,14000US06037502003,Census Tract 5020.03,"Census Tract 5020.03, Los Angeles County, California",643593,0,2557,124,167,41,42,4.85,10.72,6.53,1.6,1.64
06037502004,14000US06037502004,Census Tract 5020.04,"Census Tract 5020.04, Los Angeles County, California",1334930,0,4380,236,254,200,34,5.39,11.19,5.8,4.57,0.78
06037502005,14000US06037502005,Census Tract 5020.05,"Census Tract 5020.05, Los Angeles County, California",1042468,0,4911,256,298,165,54,5.21,9.61,6.07,3.36,1.1
06037502100,14000US06037502100,Census Tract 5021,"Census Tract 5021, Los Angeles County, California",1936985,0,4889,198,397,170,279,4.05,12.11,8.12,3.48,5.71
06037502200,14000US06037502200,Census Tract 5022,"Census Tract 5022, Los Angeles County, California",1737123,0,7078,441,447,224,91,6.23,12.84,6.32,3.16,1.29
06037502303,14000US06037502303,Census Tract 5023.03,"Census Tract 5023.03, Los Angeles County, California",2331858,0,8883,623,544,497,208,7.01,11.92,6.12,5.59,2.34
06037502401,14000US06037502401,Census Tract 5024.01,"Census Tract 5024.01, Los Angeles County, California",945481,0,5211,431,292,231,91,8.27,10.11,5.6,4.43,1.75
06037502402,14000US06037502402,Census Tract 5024.02,"Census Tract 5024.02, Los Angeles County, California",806529,99583,3578,173,451,216,82,4.84,13.83,12.6,6.04,2.29
06037502500,14000US06037502500,Census Tract 5025,"Census Tract 5025, Los Angeles County, California",3707186,108070,4038,66,340,145,66,1.63,11.66,8.42,3.59,1.63
06037502602,14000US06037502602,Census Tract 5026.02,"Census Tract 5026.02, Los Angeles County, California",1263481,0,4194,197,338,184,80,4.7,11.35,8.06,4.39,1.91
06037502603,14000US06037502603,Census Tract 5026.03,"Census Tract 5026.03, Los Angeles County, California",950544,35075,3394,188,403,119,104,5.54,9.07,11.87,3.51,3.06
06037502604,14000US06037502604,Census Tract 5026.04,"Census Tract 5026.04, Los Angeles County, California",851708,130302,3921,163,332,144,36,4.16,18.85,8.47,3.67,0.92
06037502700,14000US06037502700,Census Tract 5027,"Census Tract 5027, Los Angeles County, California",6945743,0,7429,362,484,203,263,4.87,12.57,6.52,2.73,3.54
06037502801,14000US06037502801,Census Tract 5028.01,"Census Tract 5028.01, Los Angeles County, California",2227744,0,6687,366,479,322,122,5.47,13.83,7.16,4.82,1.82
06037502901,14000US06037502901,Census Tract 5029.01,"Census Tract 5029.01, Los Angeles County, California",1247226,0,5942,299,390,121,178,5.03,12.23,6.56,2.04,3
06037503000,14000US06037503000,Census Tract 5030,"Census Tract 5030, Los Angeles County, California",1328698,0,6164,403,201,74,12,6.54,11.81,3.26,1.2,0.19
06037503103,14000US06037503103,Census Tract 5031.03,"Census Tract 5031.03, Los Angeles County, California",1085381,3860,5320,294,296,221,66,5.53,14.02,5.56,4.15,1.24
06037503104,14000US06037503104,Census Tract 5031.04,"Census Tract 5031.04, Los Angeles County, California",541380,5382,2600,225,116,108,8,8.65,8.88,4.46,4.15,0.31
06037503105,14000US06037503105,Census Tract 5031.05,"Census Tract 5031.05, Los Angeles County, California",1097005,13573,3536,313,251,121,83,8.85,5.15,7.1,3.42,2.35
06037503106,14000US06037503106,Census Tract 5031.06,"Census Tract 5031.06, Los Angeles County, California",924881,0,3770,187,183,25,143,4.96,12.41,4.85,0.66,3.79
06037503201,14000US06037503201,Census Tract 5032.01,"Census Tract 5032.01, Los Angeles County, California",1344850,0,3876,122,285,153,136,3.15,10.55,7.35,3.95,3.51
06037503202,14000US06037503202,Census Tract 5032.02,"Census Tract 5032.02, Los Angeles County, California",1140900,0,4788,221,407,195,56,4.62,14.04,8.5,4.07,1.17
06037503301,14000US06037503301,Census Tract 5033.01,"Census Tract 5033.01, Los Angeles County, California",1091386,0,3755,211,316,95,62,5.62,15.29,8.42,2.53,1.65
06037503302,14000US06037503302,Census Tract 5033.02,"Census Tract 5033.02, Los Angeles County, California",1545870,0,6192,485,415,137,67,7.83,11.61,6.7,2.21,1.08
06037503401,14000US06037503401,Census Tract 5034.01,"Census Tract 5034.01, Los Angeles County, California",1952318,0,7288,318,498,281,262,4.36,13.71,6.83,3.86,3.59
06037503402,14000US06037503402,Census Tract 5034.02,"Census Tract 5034.02, Los Angeles County, California",1617388,0,3979,166,355,97,77,4.17,13.42,8.92,2.44,1.94
06037503501,14000US06037503501,Census Tract 5035.01,"Census Tract 5035.01, Los Angeles County, California",1540996,0,6955,340,305,199,68,4.89,9.35,4.39,2.86,0.98
06037503502,14000US06037503502,Census Tract 5035.02,"Census Tract 5035.02, Los Angeles County, California",1223302,0,4338,270,358,83,39,6.22,10.14,8.25,1.91,0.9
06037503601,14000US06037503601,Census Tract 5036.01,"Census Tract 5036.01, Los Angeles County, California",1391335,0,4145,111,339,253,200,2.68,16.55,8.18,6.1,4.83
06037503602,14000US06037503602,Census Tract 5036.02,"Census Tract 5036.02, Los Angeles County, California",3282153,19960,3855,60,428,255,76,1.56,14.06,11.1,6.61,1.97
06037503701,14000US06037503701,Census Tract 5037.01,"Census Tract 5037.01, Los Angeles County, California",1157805,0,4581,248,337,370,115,5.41,9.74,7.36,8.08,2.51
06037503702,14000US06037503702,Census Tract 5037.02,"Census Tract 5037.02, Los Angeles County, California",1665223,0,5414,298,404,167,150,5.5,9.51,7.46,3.08,2.77
06037503704,14000US06037503704,Census Tract 5037.04,"Census Tract 5037.04, Los Angeles County, California",1504047,0,4512,44,1053,566,252,0.98,17.27,23.34,12.54,5.59
06037503705,14000US06037503705,Census Tract 5037.05,"Census Tract 5037.05, Los Angeles County, California",1171180,5291,2894,249,443,199,51,8.6,16.48,15.31,6.88,1.76
06037503801,14000US06037503801,Census Tract 5038.01,"Census Tract 5038.01, Los Angeles County, California",1280411,0,3580,145,378,160,90,4.05,8.21,10.56,4.47,2.51
06037503802,14000US06037503802,Census Tract 5038.02,"Census Tract 5038.02, Los Angeles County, California",1324945,0,5317,252,491,225,132,4.74,17.27,9.23,4.23,2.48
06037503901,14000US06037503901,Census Tract 5039.01,"Census Tract 5039.01, Los Angeles County, California",904886,0,2236,140,255,98,65,6.26,14.09,11.4,4.38,2.91
06037503902,14000US06037503902,Census Tract 5039.02,"Census Tract 5039.02, Los Angeles County, California",5251324,17325,5526,364,439,328,77,6.59,12.58,7.94,5.94,1.39
06037504001,14000US06037504001,Census Tract 5040.01,"Census Tract 5040.01, Los Angeles County, California",1385015,1889,5649,184,385,164,190,3.26,12.44,6.82,2.9,3.36
06037504002,14000US06037504002,Census Tract 5040.02,"Census Tract 5040.02, Los Angeles County, California",1543671,0,5655,138,420,202,45,2.44,12.94,7.43,3.57,0.8
06037504101,14000US06037504101,Census Tract 5041.01,"Census Tract 5041.01, Los Angeles County, California",1218584,0,4588,242,470,245,202,5.27,12.6,10.24,5.34,4.4
06037504200,14000US06037504200,Census Tract 5042,"Census Tract 5042, Los Angeles County, California",7715088,4442,7512,412,763,421,122,5.48,8.91,10.16,5.6,1.62
06037530005,14000US06037530005,Census Tract 5300.05,"Census Tract 5300.05, Los Angeles County, California",2285351,0,3653,200,583,443,250,5.47,14.29,15.96,12.13,6.84
06037530006,14000US06037530006,Census Tract 5300.06,"Census Tract 5300.06, Los Angeles County, California",659020,1580,4963,333,355,130,91,6.71,10.58,7.15,2.62,1.83
06037530007,14000US06037530007,Census Tract 5300.07,"Census Tract 5300.07, Los Angeles County, California",4850739,5565,6544,303,695,540,256,4.63,11.23,10.62,8.25,3.91
06037530101,14000US06037530101,Census Tract 5301.01,"Census Tract 5301.01, Los Angeles County, California",988894,23239,5388,296,411,275,247,5.49,12.71,7.63,5.1,4.58
06037530102,14000US06037530102,Census Tract 5301.02,"Census Tract 5301.02, Los Angeles County, California",1322141,0,4889,205,478,370,238,4.19,12.33,9.78,7.57,4.87
06037530202,14000US06037530202,Census Tract 5302.02,"Census Tract 5302.02, Los Angeles County, California",1794900,3427,4309,175,527,177,121,4.06,10.42,12.23,4.11,2.81
06037530203,14000US06037530203,Census Tract 5302.03,"Census Tract 5302.03, Los Angeles County, California",736559,0,2525,50,207,70,72,1.98,13.94,8.2,2.77,2.85
06037530204,14000US06037530204,Census Tract 5302.04,"Census Tract 5302.04, Los Angeles County, California",669927,0,3882,130,223,100,59,3.35,9.07,5.74,2.58,1.52
06037530301,14000US06037530301,Census Tract 5303.01,"Census Tract 5303.01, Los Angeles County, California",584252,0,2125,69,137,174,38,3.25,8.85,6.45,8.19,1.79
06037530302,14000US06037530302,Census Tract 5303.02,"Census Tract 5303.02, Los Angeles County, California",855877,0,6412,484,456,290,29,7.55,12.54,7.11,4.52,0.45
06037530400,14000US06037530400,Census Tract 5304,"Census Tract 5304, Los Angeles County, California",1531307,11013,3792,254,368,307,59,6.7,9.99,9.7,8.1,1.56
06037530500,14000US06037530500,Census Tract 5305,"Census Tract 5305, Los Angeles County, California",900629,0,4195,238,343,83,64,5.67,14.23,8.18,1.98,1.53
06037530603,14000US06037530603,Census Tract 5306.03,"Census Tract 5306.03, Los Angeles County, California",1237117,0,4528,316,360,134,54,6.98,10.31,7.95,2.96,1.19
06037530700,14000US06037530700,Census Tract 5307,"Census Tract 5307, Los Angeles County, California",1057568,0,2024,109,134,65,32,5.39,9.98,6.62,3.21,1.58
06037530801,14000US06037530801,Census Tract 5308.01,"Census Tract 5308.01, Los Angeles County, California",769112,0,5704,336,310,117,30,5.89,9.91,5.43,2.05,0.53
06037530802,14000US06037530802,Census Tract 5308.02,"Census Tract 5308.02, Los Angeles County, California",566330,0,3054,113,184,109,25,3.7,12.15,6.02,3.57,0.82
06037530901,14000US06037530901,Census Tract 5309.01,"Census Tract 5309.01, Los Angeles County, California",444140,0,4020,193,166,65,26,4.8,8.93,4.13,1.62,0.65
06037530902,14000US06037530902,Census Tract 5309.02,"Census Tract 5309.02, Los Angeles County, California",523080,0,3844,200,378,204,139,5.2,10.04,9.83,5.31,3.62
06037531000,14000US06037531000,Census Tract 5310,"Census Tract 5310, Los Angeles County, California",999880,0,5233,306,195,129,87,5.85,12.21,3.73,2.47,1.66
06037531101,14000US06037531101,Census Tract 5311.01,"Census Tract 5311.01, Los Angeles County, California",699592,0,5454,380,176,167,71,6.97,7.74,3.23,3.06,1.3
06037531102,14000US06037531102,Census Tract 5311.02,"Census Tract 5311.02, Los Angeles County, California",498377,0,2777,115,193,134,63,4.14,12.03,6.95,4.83,2.27
06037531201,14000US06037531201,Census Tract 5312.01,"Census Tract 5312.01, Los Angeles County, California",555364,0,4317,190,348,299,27,4.4,7.9,8.06,6.93,0.63
06037531202,14000US06037531202,Census Tract 5312.02,"Census Tract 5312.02, Los Angeles County, California",447318,0,4420,192,292,25,151,4.34,7.49,6.61,0.57,3.42
06037531301,14000US06037531301,Census Tract 5313.01,"Census Tract 5313.01, Los Angeles County, California",792709,0,5474,305,393,73,128,5.57,5.86,7.18,1.33,2.34
06037531302,14000US06037531302,Census Tract 5313.02,"Census Tract 5313.02, Los Angeles County, California",894567,0,5734,541,222,160,56,9.43,9.3,3.87,2.79,0.98
06037531502,14000US06037531502,Census Tract 5315.02,"Census Tract 5315.02, Los Angeles County, California",435565,0,3240,231,150,37,31,7.13,11.08,4.63,1.14,0.96
06037531503,14000US06037531503,Census Tract 5315.03,"Census Tract 5315.03, Los Angeles County, California",1162715,0,2649,154,134,89,36,5.81,7.51,5.06,3.36,1.36
06037531504,14000US06037531504,Census Tract 5315.04,"Census Tract 5315.04, Los Angeles County, California",502788,0,4052,242,261,62,56,5.97,12.83,6.44,1.53,1.38
06037531602,14000US06037531602,Census Tract 5316.02,"Census Tract 5316.02, Los Angeles County, California",448314,0,4109,389,343,49,29,9.47,9.71,8.35,1.19,0.71
06037531603,14000US06037531603,Census Tract 5316.03,"Census Tract 5316.03, Los Angeles County, California",434055,0,3670,167,213,93,29,4.55,11.88,5.8,2.53,0.79
06037531604,14000US06037531604,Census Tract 5316.04,"Census Tract 5316.04, Los Angeles County, California",366760,0,3286,208,158,113,72,6.33,9.8,4.81,3.44,2.19
06037531701,14000US06037531701,Census Tract 5317.01,"Census Tract 5317.01, Los Angeles County, California",637122,0,5924,366,430,114,20,6.18,11.65,7.26,1.92,0.34
06037531702,14000US06037531702,Census Tract 5317.02,"Census Tract 5317.02, Los Angeles County, California",672160,0,4896,251,306,117,112,5.13,7.05,6.25,2.39,2.29
06037531800,14000US06037531800,Census Tract 5318,"Census Tract 5318, Los Angeles County, California",621151,0,4809,127,386,89,68,2.64,9.42,8.03,1.85,1.41
06037531901,14000US06037531901,Census Tract 5319.01,"Census Tract 5319.01, Los Angeles County, California",770899,0,6042,225,338,105,116,3.72,15.79,5.59,1.74,1.92
06037531902,14000US06037531902,Census Tract 5319.02,"Census Tract 5319.02, Los Angeles County, California",707519,0,4582,343,285,182,73,7.49,15.54,6.22,3.97,1.59
06037532001,14000US06037532001,Census Tract 5320.01,"Census Tract 5320.01, Los Angeles County, California",1353759,0,2967,241,180,188,84,8.12,11.32,6.07,6.34,2.83
06037532002,14000US06037532002,Census Tract 5320.02,"Census Tract 5320.02, Los Angeles County, California",833503,0,3516,250,273,113,38,7.11,8.56,7.76,3.21,1.08
06037532101,14000US06037532101,Census Tract 5321.01,"Census Tract 5321.01, Los Angeles County, California",1383697,52358,7382,695,518,136,23,9.41,9.47,7.02,1.84,0.31
06037532102,14000US06037532102,Census Tract 5321.02,"Census Tract 5321.02, Los Angeles County, California",1004075,17978,3561,179,223,219,32,5.03,12.52,6.26,6.15,0.9
06037532200,14000US06037532200,Census Tract 5322,"Census Tract 5322, Los Angeles County, California",2805198,0,6921,396,332,195,65,5.72,11.2,4.8,2.82,0.94
06037532302,14000US06037532302,Census Tract 5323.02,"Census Tract 5323.02, Los Angeles County, California",3293544,441,4800,119,502,230,21,2.48,7.96,10.46,4.79,0.44
06037532303,14000US06037532303,Census Tract 5323.03,"Census Tract 5323.03, Los Angeles County, California",7567381,758,4338,288,540,315,173,6.64,14.38,12.45,7.26,3.99
06037532304,14000US06037532304,Census Tract 5323.04,"Census Tract 5323.04, Los Angeles County, California",7939117,160920,4072,104,429,265,76,2.55,15.74,10.54,6.51,1.87
06037532500,14000US06037532500,Census Tract 5325,"Census Tract 5325, Los Angeles County, California",1013810,4649,4155,474,244,62,99,11.41,9.17,5.87,1.49,2.38
06037532605,14000US06037532605,Census Tract 5326.05,"Census Tract 5326.05, Los Angeles County, California",524517,0,3908,171,360,83,75,4.38,6.7,9.21,2.12,1.92
06037532606,14000US06037532606,Census Tract 5326.06,"Census Tract 5326.06, Los Angeles County, California",278787,0,3875,234,299,88,45,6.04,8.39,7.72,2.27,1.16
06037532607,14000US06037532607,Census Tract 5326.07,"Census Tract 5326.07, Los Angeles County, California",1102638,902,5391,375,359,64,98,6.96,10.78,6.66,1.19,1.82
06037532700,14000US06037532700,Census Tract 5327,"Census Tract 5327, Los Angeles County, California",582302,0,3219,217,170,60,45,6.74,12.36,5.28,1.86,1.4
06037532800,14000US06037532800,Census Tract 5328,"Census Tract 5328, Los Angeles County, California",551035,0,4448,562,201,28,24,12.63,6.27,4.52,0.63,0.54
06037532900,14000US06037532900,Census Tract 5329,"Census Tract 5329, Los Angeles County, California",767184,0,6698,423,253,133,94,6.32,7.06,3.78,1.99,1.4
06037533001,14000US06037533001,Census Tract 5330.01,"Census Tract 5330.01, Los Angeles County, California",477675,0,4421,359,222,116,224,8.12,9.48,5.02,2.62,5.07
06037533002,14000US06037533002,Census Tract 5330.02,"Census Tract 5330.02, Los Angeles County, California",287767,0,2587,229,132,22,26,8.85,8.31,5.1,0.85,1.01
06037533103,14000US06037533103,Census Tract 5331.03,"Census Tract 5331.03, Los Angeles County, California",543830,0,3126,310,113,88,29,9.92,4.7,3.61,2.82,0.93
06037533104,14000US06037533104,Census Tract 5331.04,"Census Tract 5331.04, Los Angeles County, California",341999,0,4816,386,339,137,42,8.01,5.09,7.04,2.84,0.87
06037533105,14000US06037533105,Census Tract 5331.05,"Census Tract 5331.05, Los Angeles County, California",190891,0,2577,128,70,41,3,4.97,12.5,2.72,1.59,0.12
06037533108,14000US06037533108,Census Tract 5331.08,"Census Tract 5331.08, Los Angeles County, California",645420,0,4579,244,187,69,23,5.33,9.41,4.08,1.51,0.5
06037533201,14000US06037533201,Census Tract 5332.01,"Census Tract 5332.01, Los Angeles County, California",373788,0,2663,110,136,61,29,4.13,13.26,5.11,2.29,1.09
06037533204,14000US06037533204,Census Tract 5332.04,"Census Tract 5332.04, Los Angeles County, California",711747,0,4467,239,220,87,8,5.35,11.64,4.93,1.95,0.18
06037533300,14000US06037533300,Census Tract 5333,"Census Tract 5333, Los Angeles County, California",346624,0,3208,349,118,26,13,10.88,5.8,3.68,0.81,0.41
06037533401,14000US06037533401,Census Tract 5334.01,"Census Tract 5334.01, Los Angeles County, California",475012,0,5067,322,187,183,14,6.35,9.59,3.69,3.61,0.28
06037533402,14000US06037533402,Census Tract 5334.02,"Census Tract 5334.02, Los Angeles County, California",485626,0,3625,356,205,54,48,9.82,5.1,5.66,1.49,1.32
06037533403,14000US06037533403,Census Tract 5334.03,"Census Tract 5334.03, Los Angeles County, California",470108,0,2667,151,371,144,70,5.66,9.11,13.91,5.4,2.62
